latent_id,collage_path,max_activation,interpretation,status,model
2411,artifacts/autointerp/collages/latent_2411.png,12.689308166503906,"The images showcase a diverse array of food dishes, highlighting various cuisines and presentation styles.",ok,openai/gpt-4o-mini
2488,artifacts/autointerp/collages/latent_2488.png,12.739763259887695,"The common visual pattern across these images is a diverse array of food dishes presented on various plates and containers, showcasing different cuisines and meal types.",ok,openai/gpt-4o-mini
2497,artifacts/autointerp/collages/latent_2497.png,12.558923721313477,"The images showcase a diverse array of food items, including desserts, main dishes, and beverages, highlighting various cuisines and presentation styles.",ok,openai/gpt-4o-mini
2513,artifacts/autointerp/collages/latent_2513.png,14.863405227661133,"The images showcase a diverse array of beautifully presented dishes, highlighting various cuisines and culinary styles.",ok,openai/gpt-4o-mini
2524,artifacts/autointerp/collages/latent_2524.png,27.262649536132812,"The common visual pattern across these images is the presence of vibrant green edamame beans, often displayed in various arrangements and settings.",ok,openai/gpt-4o-mini
2532,artifacts/autointerp/collages/latent_2532.png,12.24270248413086,"The images showcase a variety of delicious dishes and desserts, highlighting diverse culinary presentations and textures.",ok,openai/gpt-4o-mini
2545,artifacts/autointerp/collages/latent_2545.png,13.850676536560059,"The images showcase a diverse array of colorful and visually appealing dishes, highlighting various cuisines and food presentations.",ok,openai/gpt-4o-mini
2552,artifacts/autointerp/collages/latent_2552.png,12.582935333251953,"The images showcase a diverse array of dishes from various cuisines, highlighting colorful presentations and a variety of ingredients.",ok,openai/gpt-4o-mini
2591,artifacts/autointerp/collages/latent_2591.png,14.259601593017578,The common visual pattern across these images is a diverse array of food items presented in various styles and cuisines.,ok,openai/gpt-4o-mini
2603,artifacts/autointerp/collages/latent_2603.png,13.421424865722656,"The images showcase a diverse array of dishes and desserts, highlighting various culinary styles and presentations from different cultures.",ok,openai/gpt-4o-mini
2607,artifacts/autointerp/collages/latent_2607.png,12.280059814453125,"The common visual pattern across these images is a diverse array of food dishes, showcasing various cuisines and presentation styles.",ok,openai/gpt-4o-mini
2638,artifacts/autointerp/collages/latent_2638.png,14.167240142822266,"The common visual pattern across these images features various types of food, primarily soups and desserts, often presented in bowls or plates.",ok,openai/gpt-4o-mini
2658,artifacts/autointerp/collages/latent_2658.png,12.638235092163086,"The common visual pattern across these images is a diverse array of food items, showcasing various cuisines and desserts.",ok,openai/gpt-4o-mini
2709,artifacts/autointerp/collages/latent_2709.png,12.649024963378906,"The common visual pattern across these images is a diverse array of food items, showcasing various cuisines and presentation styles.",ok,openai/gpt-4o-mini
2743,artifacts/autointerp/collages/latent_2743.png,14.780511856079102,"The common visual pattern across these images is a vibrant array of various dishes, showcasing a mix of colors and textures, primarily focusing on rich, appetizing foods.",ok,openai/gpt-4o-mini
2744,artifacts/autointerp/collages/latent_2744.png,22.082195281982422,"The images display a diverse array of food items, showcasing various cuisines and presentation styles.",ok,openai/gpt-4o-mini
2745,artifacts/autointerp/collages/latent_2745.png,12.842445373535156,"The common visual pattern across these images is a diverse array of colorful and appetizing food dishes, showcasing various cuisines and presentation styles.",ok,openai/gpt-4o-mini
2747,artifacts/autointerp/collages/latent_2747.png,13.049201965332031,"The common visual pattern across these images is a diverse array of beautifully presented food dishes, showcasing various cuisines and ingredients.",ok,openai/gpt-4o-mini
2799,artifacts/autointerp/collages/latent_2799.png,15.186664581298828,"The common visual pattern across these images is a diverse array of food items, showcasing various cuisines and presentation styles.",ok,openai/gpt-4o-mini
2837,artifacts/autointerp/collages/latent_2837.png,12.606729507446289,"The images collectively showcase a variety of food items, highlighting diverse cuisines and presentation styles.",ok,openai/gpt-4o-mini
2908,artifacts/autointerp/collages/latent_2908.png,13.309502601623535,"The common visual pattern across these images is a diverse array of food dishes, showcasing various cuisines and presentation styles.",ok,openai/gpt-4o-mini
2931,artifacts/autointerp/collages/latent_2931.png,17.830699920654297,"The common visual pattern across these images is a variety of plated dishes showcasing diverse cuisines, including salads, appetizers, main courses, and desserts.",ok,openai/gpt-4o-mini
2943,artifacts/autointerp/collages/latent_2943.png,13.167509078979492,"The common visual pattern across these images is a diverse array of beautifully presented dishes, showcasing various cuisines and styles of food.",ok,openai/gpt-4o-mini
3146,artifacts/autointerp/collages/latent_3146.png,13.357757568359375,"The common visual pattern across these images is a diverse array of food dishes, showcasing various cuisines and presentation styles.",ok,openai/gpt-4o-mini
3159,artifacts/autointerp/collages/latent_3159.png,13.831430435180664,"The images showcase a diverse array of colorful and visually appealing dishes, highlighting various cuisines and types of food presentation.",ok,openai/gpt-4o-mini
3225,artifacts/autointerp/collages/latent_3225.png,13.950024604797363,"The images showcase a diverse array of delicious foods, including desserts, savory dishes, and various cuisines, highlighting vibrant colors and appealing presentations.",ok,openai/gpt-4o-mini
3271,artifacts/autointerp/collages/latent_3271.png,12.392034530639648,"The images showcase a diverse array of food dishes, highlighting various cuisines and meal types, including appetizers, main courses, and desserts.",ok,openai/gpt-4o-mini
3292,artifacts/autointerp/collages/latent_3292.png,13.145034790039062,"The common visual pattern across these images is a diverse array of colorful and appetizing food dishes, showcasing various cuisines and presentation styles.",ok,openai/gpt-4o-mini
3297,artifacts/autointerp/collages/latent_3297.png,13.67913818359375,"The images showcase a diverse array of food dishes, highlighting various cuisines and presentation styles.",ok,openai/gpt-4o-mini
3344,artifacts/autointerp/collages/latent_3344.png,12.351787567138672,"The common visual pattern across these images is a diverse array of food dishes, showcasing various cuisines and presentation styles.",ok,openai/gpt-4o-mini
3398,artifacts/autointerp/collages/latent_3398.png,17.725826263427734,"The common visual pattern across these images is a diverse array of food dishes, showcasing various cuisines and presentation styles.",ok,openai/gpt-4o-mini
3402,artifacts/autointerp/collages/latent_3402.png,19.460224151611328,"The images showcase a variety of dishes, primarily featuring different types of food presentations, textures, and colors, highlighting a culinary theme.",ok,openai/gpt-4o-mini
3406,artifacts/autointerp/collages/latent_3406.png,15.209779739379883,"The common visual pattern across these images is a diverse array of food presentations, showcasing various dishes and ingredients.",ok,openai/gpt-4o-mini
3409,artifacts/autointerp/collages/latent_3409.png,15.171150207519531,"The common visual pattern across these images is a diverse array of food items, showcasing various cuisines and presentation styles.",ok,openai/gpt-4o-mini
3425,artifacts/autointerp/collages/latent_3425.png,13.072853088378906,"The common visual pattern across these images is a diverse array of food items, showcasing various cuisines and presentation styles.",ok,openai/gpt-4o-mini
3435,artifacts/autointerp/collages/latent_3435.png,13.603982925415039,"The images showcase a diverse array of dishes, highlighting various cuisines and presentation styles, with a focus on colorful ingredients and intricate plating.",ok,openai/gpt-4o-mini
3471,artifacts/autointerp/collages/latent_3471.png,16.785436630249023,"The images showcase a diverse array of dishes and desserts, highlighting various cuisines and presentation styles.",ok,openai/gpt-4o-mini
3473,artifacts/autointerp/collages/latent_3473.png,13.664037704467773,"The images showcase a diverse array of food items, including desserts, appetizers, main courses, and vegetables, highlighting various cuisines and presentation styles.",ok,openai/gpt-4o-mini
3476,artifacts/autointerp/collages/latent_3476.png,13.107244491577148,"The common visual pattern across these images is a diverse array of beautifully presented food dishes, showcasing various cuisines and desserts.",ok,openai/gpt-4o-mini
3510,artifacts/autointerp/collages/latent_3510.png,13.494319915771484,"The images showcase a diverse array of dishes and desserts, highlighting various cuisines and food presentations.",ok,openai/gpt-4o-mini
3621,artifacts/autointerp/collages/latent_3621.png,14.283227920532227,"The images showcase a diverse array of food dishes, highlighting various cuisines and presentation styles, with an emphasis on vibrant colors and textures.",ok,openai/gpt-4o-mini
3643,artifacts/autointerp/collages/latent_3643.png,15.850818634033203,"The images showcase a diverse array of food dishes, highlighting various cuisines and presentation styles.",ok,openai/gpt-4o-mini
3655,artifacts/autointerp/collages/latent_3655.png,14.696073532104492,"The common visual pattern across these images is a diverse array of food dishes and dining experiences, showcasing various cuisines and presentation styles.",ok,openai/gpt-4o-mini
3670,artifacts/autointerp/collages/latent_3670.png,13.038629531860352,"The images showcase a variety of beautifully presented dishes and desserts, highlighting diverse culinary styles and vibrant colors.",ok,openai/gpt-4o-mini
3692,artifacts/autointerp/collages/latent_3692.png,13.432745933532715,The common visual pattern across these images is a diverse array of food items presented in various styles and settings.,ok,openai/gpt-4o-mini
3712,artifacts/autointerp/collages/latent_3712.png,17.400211334228516,"The common visual pattern across these images is a diverse array of plated dishes and desserts, showcasing various textures, colors, and culinary presentations.",ok,openai/gpt-4o-mini
3717,artifacts/autointerp/collages/latent_3717.png,12.621849060058594,"The common visual pattern across these images is a diverse array of plated dishes showcasing various cuisines, ingredients, and presentation styles.",ok,openai/gpt-4o-mini
3741,artifacts/autointerp/collages/latent_3741.png,12.295360565185547,"The common visual pattern across these images is a diverse array of food dishes, showcasing various cuisines and presentation styles.",ok,openai/gpt-4o-mini
3784,artifacts/autointerp/collages/latent_3784.png,13.527229309082031,"The images showcase a diverse array of dishes, highlighting various cuisines and food presentations, with an emphasis on vibrant colors and textures.",ok,openai/gpt-4o-mini
3832,artifacts/autointerp/collages/latent_3832.png,14.296714782714844,The common visual pattern across these images is a diverse array of beautifully presented dishes and food items from various cuisines.,ok,openai/gpt-4o-mini
3876,artifacts/autointerp/collages/latent_3876.png,14.291963577270508,"The images showcase a diverse array of colorful and visually appealing dishes, highlighting various cuisines and food presentations.",ok,openai/gpt-4o-mini
3910,artifacts/autointerp/collages/latent_3910.png,12.519425392150879,"The common visual pattern across these images is a vibrant display of various food items, showcasing a mix of savory and sweet dishes with colorful presentations.",ok,openai/gpt-4o-mini
3911,artifacts/autointerp/collages/latent_3911.png,16.729904174804688,"The images showcase a variety of colorful and diverse food dishes, highlighting different textures and presentations, often featuring desserts and savory items.",ok,openai/gpt-4o-mini
3928,artifacts/autointerp/collages/latent_3928.png,12.895941734313965,"The images collectively showcase a diverse array of food dishes, highlighting various cuisines and presentation styles.",ok,openai/gpt-4o-mini
3929,artifacts/autointerp/collages/latent_3929.png,27.161479949951172,"The common visual pattern across these images is a focus on various types of food, particularly highlighting fried items like French fries and diverse dishes presented in colorful arrangements.",ok,openai/gpt-4o-mini
3951,artifacts/autointerp/collages/latent_3951.png,14.55720329284668,"The common visual pattern across these images is a diverse array of plated dishes featuring various cuisines, ingredients, and presentation styles, highlighting both savory and sweet foods.",ok,openai/gpt-4o-mini
3976,artifacts/autointerp/collages/latent_3976.png,17.531801223754883,"The common visual pattern across these images is a diverse array of colorful and appetizing food dishes, showcasing various cuisines and presentation styles.",ok,openai/gpt-4o-mini
4002,artifacts/autointerp/collages/latent_4002.png,13.905803680419922,"The images showcase a diverse array of dishes, highlighting various cuisines and food presentations, including both savory and sweet items.",ok,openai/gpt-4o-mini
4007,artifacts/autointerp/collages/latent_4007.png,14.371100425720215,"The common visual pattern across these images is a diverse array of food items and dining experiences, showcasing various cuisines and presentation styles.",ok,openai/gpt-4o-mini
4062,artifacts/autointerp/collages/latent_4062.png,13.483592987060547,"The common visual pattern across these images is a diverse array of colorful and appetizing food presentations, showcasing various dishes and desserts.",ok,openai/gpt-4o-mini
4093,artifacts/autointerp/collages/latent_4093.png,18.90733528137207,"The common visual pattern across these images is a variety of food items, showcasing different textures, colors, and presentation styles.",ok,openai/gpt-4o-mini
4130,artifacts/autointerp/collages/latent_4130.png,13.432430267333984,"The images showcase a variety of delicious dishes and desserts, highlighting diverse cuisines and presentation styles.",ok,openai/gpt-4o-mini
4173,artifacts/autointerp/collages/latent_4173.png,12.980799674987793,"The images showcase a diverse array of food dishes, highlighting various cuisines and presentation styles.",ok,openai/gpt-4o-mini
4199,artifacts/autointerp/collages/latent_4199.png,12.259214401245117,"The images showcase a diverse array of food dishes and desserts, highlighting various cuisines and presentation styles.",ok,openai/gpt-4o-mini
4221,artifacts/autointerp/collages/latent_4221.png,12.52145767211914,"The common visual pattern across these images is a diverse array of food dishes, showcasing various cuisines and presentation styles.",ok,openai/gpt-4o-mini
4230,artifacts/autointerp/collages/latent_4230.png,16.571319580078125,"The common visual pattern across these images is a diverse array of food items and desserts, showcasing various cuisines and presentation styles.",ok,openai/gpt-4o-mini
4235,artifacts/autointerp/collages/latent_4235.png,13.619407653808594,"The common visual pattern across these images is a diverse array of food dishes, showcasing various cuisines and presentation styles.",ok,openai/gpt-4o-mini
4237,artifacts/autointerp/collages/latent_4237.png,13.499738693237305,"The common visual pattern across these images is a diverse array of desserts and savory dishes, showcasing a variety of textures, colors, and presentations.",ok,openai/gpt-4o-mini
4273,artifacts/autointerp/collages/latent_4273.png,13.078311920166016,The common visual pattern across these images is a diverse array of beautifully presented food dishes and desserts.,ok,openai/gpt-4o-mini
